"category_name","month","avg_review_score","total_reviews"
"home_construction","2017-07-01","5.00","2"
"home_construction","2017-08-01","5.00","1"
"home_construction","2017-09-01","3.55","11"
"home_construction","2017-10-01","4.00","18"
"home_construction","2017-11-01","3.77","35"
"home_construction","2017-12-01","3.86","36"
"home_construction","2018-01-01","3.70","40"
"home_construction","2018-02-01","3.87","38"
"home_construction","2018-03-01","3.72","43"
"home_construction","2018-04-01","3.94","68"
"home_construction","2018-05-01","3.87","78"
"home_construction","2018-06-01","4.38","71"
"home_construction","2018-07-01","4.34","56"
"home_construction","2018-08-01","4.02","47"
"housewares","2016-10-01","3.08","12"
"housewares","2017-01-01","4.07","28"
"housewares","2017-02-01","4.08","66"
"housewares","2017-03-01","4.18","197"
"housewares","2017-04-01","4.06","162"
"housewares","2017-05-01","4.24","299"
"housewares","2017-06-01","4.19","318"
"housewares","2017-07-01","4.28","255"
"housewares","2017-08-01","4.19","275"
"housewares","2017-09-01","4.25","245"
"housewares","2017-10-01","4.18","227"
"housewares","2017-11-01","4.00","409"
"housewares","2017-12-01","3.91","286"
"housewares","2018-01-01","4.08","342"
"housewares","2018-02-01","3.90","390"
"housewares","2018-03-01","3.82","387"
"housewares","2018-04-01","4.16","434"
"housewares","2018-05-01","4.15","604"
"housewares","2018-06-01","3.96","564"
"housewares","2018-07-01","4.22","498"
"housewares","2018-08-01","4.35","597"
"industry_commerce_and_business","2016-10-01","4.25","4"
"industry_commerce_and_business","2017-02-01","5.00","1"
"industry_commerce_and_business","2017-03-01","4.00","2"
"industry_commerce_and_business","2017-05-01","3.00","2"
"industry_commerce_and_business","2017-06-01","4.50","2"
"industry_commerce_and_business","2017-07-01","5.00","2"
"industry_commerce_and_business","2017-08-01","4.00","3"
"industry_commerce_and_business","2017-09-01","5.00","2"
"industry_commerce_and_business","2017-10-01","4.80","5"
"industry_commerce_and_business","2017-11-01","4.17","6"
"industry_commerce_and_business","2017-12-01","3.78","9"
"industry_commerce_and_business","2018-01-01","4.17","18"
"industry_commerce_and_business","2018-02-01","4.03","34"
"industry_commerce_and_business","2018-03-01","3.75","28"
"industry_commerce_and_business","2018-04-01","4.28","50"
"industry_commerce_and_business","2018-05-01","4.10","39"
"industry_commerce_and_business","2018-06-01","4.36","25"
"industry_commerce_and_business","2018-07-01","4.18","11"
"industry_commerce_and_business","2018-08-01","3.90","10"
"kitchen_dining_laundry_garden_furniture","2017-01-01","5.00","1"
"kitchen_dining_laundry_garden_furniture","2017-02-01","4.00","2"
"kitchen_dining_laundry_garden_furniture","2017-03-01","4.00","3"
"kitchen_dining_laundry_garden_furniture","2017-04-01","3.89","9"
"kitchen_dining_laundry_garden_furniture","2017-05-01","4.11","9"
"kitchen_dining_laundry_garden_furniture","2017-06-01","4.75","4"
"kitchen_dining_laundry_garden_furniture","2017-07-01","4.45","11"
"kitchen_dining_laundry_garden_furniture","2017-08-01","3.86","7"
"kitchen_dining_laundry_garden_furniture","2017-09-01","4.75","4"
"kitchen_dining_laundry_garden_furniture","2017-10-01","3.77","13"
"kitchen_dining_laundry_garden_furniture","2017-11-01","3.94","33"
"kitchen_dining_laundry_garden_furniture","2017-12-01","3.90","20"
"kitchen_dining_laundry_garden_furniture","2018-01-01","4.48","21"
"kitchen_dining_laundry_garden_furniture","2018-02-01","4.16","19"
"kitchen_dining_laundry_garden_furniture","2018-03-01","3.92","12"
"kitchen_dining_laundry_garden_furniture","2018-04-01","4.62","13"
"kitchen_dining_laundry_garden_furniture","2018-05-01","3.62","13"
"kitchen_dining_laundry_garden_furniture","2018-06-01","3.00","29"
"kitchen_dining_laundry_garden_furniture","2018-07-01","4.85","20"
"kitchen_dining_laundry_garden_furniture","2018-08-01","4.45","20"
"la_cuisine","2017-04-01","1.00","1"
"la_cuisine","2017-05-01","5.00","1"
"la_cuisine","2017-07-01","5.00","4"
"la_cuisine","2017-08-01","5.00","2"
"la_cuisine","2017-10-01","5.00","1"
"la_cuisine","2018-01-01","5.00","1"
"la_cuisine","2018-03-01","4.00","1"
"la_cuisine","2018-04-01","1.00","2"
"luggage_accessories","2017-01-01","4.80","5"
"luggage_accessories","2017-02-01","4.50","20"
"luggage_accessories","2017-03-01","4.58","38"
"luggage_accessories","2017-04-01","4.40","47"
"luggage_accessories","2017-05-01","4.26","70"
"luggage_accessories","2017-06-01","4.50","60"
"luggage_accessories","2017-07-01","4.40","72"
"luggage_accessories","2017-08-01","4.50","62"
"luggage_accessories","2017-09-01","4.55","42"
"luggage_accessories","2017-10-01","4.51","55"
"luggage_accessories","2017-11-01","4.36","70"
"luggage_accessories","2017-12-01","4.39","46"
"luggage_accessories","2018-01-01","4.17","126"
"luggage_accessories","2018-02-01","3.61","44"
"luggage_accessories","2018-03-01","4.25","55"
"luggage_accessories","2018-04-01","4.39","51"
"luggage_accessories","2018-05-01","4.24","45"
"luggage_accessories","2018-06-01","4.47","34"
"luggage_accessories","2018-07-01","4.33","51"
"luggage_accessories","2018-08-01","4.48","62"
"market_place","2016-10-01","5.00","11"
"market_place","2017-01-01","4.20","5"
"market_place","2017-02-01","4.20","20"
"market_place","2017-03-01","4.41","17"
"market_place","2017-04-01","3.89","19"
"market_place","2017-05-01","4.50","22"
"market_place","2017-06-01","3.64","14"
"market_place","2017-07-01","3.75","12"
"market_place","2017-08-01","4.17","23"
"market_place","2017-09-01","3.82","11"
"market_place","2017-10-01","3.90","10"
"market_place","2017-11-01","4.38","16"
"market_place","2017-12-01","4.42","12"
"market_place","2018-01-01","4.21","14"
"market_place","2018-02-01","3.82","28"
"market_place","2018-03-01","3.35","17"
"market_place","2018-04-01","4.57","14"
"market_place","2018-05-01","3.43","14"
"market_place","2018-06-01","3.86","7"
"market_place","2018-07-01","4.75","4"
"market_place","2018-08-01","3.75","8"
"music","2017-01-01","5.00","2"
"music","2017-03-01","5.00","1"
"music","2017-04-01","5.00","2"
"music","2017-06-01","3.25","4"
"music","2017-07-01","3.00","1"
"music","2017-10-01","5.00","1"
"music","2018-01-01","5.00","1"
"music","2018-02-01","4.00","2"
"music","2018-03-01","3.00","2"
"music","2018-04-01","4.00","5"
"music","2018-05-01","3.80","5"
"music","2018-06-01","4.33","3"
"music","2018-07-01","5.00","3"
"music","2018-08-01","4.67","6"
"musical_instruments","2017-01-01","4.00","1"
"musical_instruments","2017-02-01","4.44","9"
"musical_instruments","2017-03-01","2.70","10"
"musical_instruments","2017-04-01","3.81","16"
"musical_instruments","2017-05-01","4.45","20"
"musical_instruments","2017-06-01","3.75","20"
"musical_instruments","2017-07-01","4.34","29"
"musical_instruments","2017-08-01","4.39","23"
"musical_instruments","2017-09-01","4.36","25"
"musical_instruments","2017-10-01","4.26","19"
"musical_instruments","2017-11-01","4.10","42"
"musical_instruments","2017-12-01","3.98","40"
"musical_instruments","2018-01-01","4.27","51"
"musical_instruments","2018-02-01","3.95","44"
"musical_instruments","2018-03-01","4.17","53"
"musical_instruments","2018-04-01","4.40","57"
"musical_instruments","2018-05-01","4.30","60"
"musical_instruments","2018-06-01","4.46","46"
"musical_instruments","2018-07-01","4.44","32"
"musical_instruments","2018-08-01","4.37","41"
"office_furniture","2016-10-01","1.60","5"
"office_furniture","2017-01-01","3.25","8"
"office_furniture","2017-02-01","3.67","61"
"office_furniture","2017-03-01","3.32","71"
"office_furniture","2017-04-01","3.95","58"
"office_furniture","2017-05-01","3.76","54"
"office_furniture","2017-06-01","3.92","50"
"office_furniture","2017-07-01","4.01","113"
"office_furniture","2017-08-01","3.84","58"
"office_furniture","2017-09-01","3.97","66"
"office_furniture","2017-10-01","3.17","100"
"office_furniture","2017-11-01","2.92","100"
"office_furniture","2017-12-01","3.32","47"
"office_furniture","2018-01-01","3.21","140"
"office_furniture","2018-02-01","3.05","105"
"office_furniture","2018-03-01","3.29","200"
"office_furniture","2018-04-01","3.56","128"
"office_furniture","2018-05-01","3.90","104"
"office_furniture","2018-06-01","3.85","72"
"office_furniture","2018-07-01","3.71","75"
"office_furniture","2018-08-01","4.10","30"
"party_supplies","2017-07-01","5.00","1"
"party_supplies","2017-09-01","1.00","2"
"party_supplies","2017-10-01","4.50","2"
"party_supplies","2017-11-01","4.67","3"
"party_supplies","2017-12-01","5.00","2"
"party_supplies","2018-01-01","3.50","2"
"party_supplies","2018-03-01","3.50","6"
"party_supplies","2018-04-01","1.00","2"
"party_supplies","2018-05-01","3.00","4"
"party_supplies","2018-06-01","5.00","2"
"party_supplies","2018-07-01","4.50","2"
"party_supplies","2018-08-01","4.29","14"
"pc_gamer","2017-04-01","2.50","2"
"pc_gamer","2017-05-01","5.00","1"
"pc_gamer","2017-06-01","4.00","1"
"pc_gamer","2018-02-01","1.00","1"
"pc_gamer","2018-07-01","5.00","2"
"pc_gamer","2018-08-01","4.00","1"
"perfumery","2016-10-01","4.31","29"
"perfumery","2017-01-01","4.82","33"
"perfumery","2017-02-01","4.33","49"
"perfumery","2017-03-01","4.19","104"
"perfumery","2017-04-01","4.14","100"
"perfumery","2017-05-01","4.17","140"
"perfumery","2017-06-01","4.14","149"
"perfumery","2017-07-01","4.25","122"
"perfumery","2017-08-01","4.44","127"
"perfumery","2017-09-01","4.15","152"
"perfumery","2017-10-01","4.33","187"
"perfumery","2017-11-01","3.99","306"
"perfumery","2017-12-01","4.20","231"
"perfumery","2018-01-01","4.05","224"
"perfumery","2018-02-01","4.21","211"
"perfumery","2018-03-01","3.86","197"
"perfumery","2018-04-01","4.21","161"
"perfumery","2018-05-01","4.24","196"
"perfumery","2018-06-01","4.34","183"
"perfumery","2018-07-01","4.68","166"
"perfumery","2018-08-01","4.33","215"
"pet_shop","2016-10-01","4.25","4"
"pet_shop","2017-01-01","4.14","14"
"pet_shop","2017-02-01","4.47","38"
"pet_shop","2017-03-01","4.41","44"
"pet_shop","2017-04-01","4.04","50"
"pet_shop","2017-05-01","4.42","72"
"pet_shop","2017-06-01","4.44","61"
"pet_shop","2017-07-01","3.76","82"
"pet_shop","2017-08-01","4.27","88"
"pet_shop","2017-09-01","4.31","71"
"pet_shop","2017-10-01","3.91","76"
"pet_shop","2017-11-01","4.26","97"
"pet_shop","2017-12-01","4.25","71"
"pet_shop","2018-01-01","4.09","87"
"pet_shop","2018-02-01","4.07","98"
"pet_shop","2018-03-01","3.71","122"
"pet_shop","2018-04-01","4.19","159"
"pet_shop","2018-05-01","4.24","135"
"pet_shop","2018-06-01","4.40","173"
"pet_shop","2018-07-01","4.42","144"
"pet_shop","2018-08-01","4.39","197"
"portable_kitchen_and_food_preparers","2018-05-01","5.00","2"
"portable_kitchen_and_food_preparers","2018-07-01","2.63","8"
"portable_kitchen_and_food_preparers","2018-08-01","4.25","4"
"security_and_services","2017-01-01","4.00","1"
"security_and_services","2017-09-01","1.00","1"
"signaling_and_security","2017-03-01","1.00","1"
"signaling_and_security","2017-04-01","4.67","3"
"signaling_and_security","2017-05-01","4.75","4"
"signaling_and_security","2017-06-01","4.00","1"
"signaling_and_security","2017-07-01","4.60","5"
"signaling_and_security","2017-08-01","4.25","4"
"signaling_and_security","2017-09-01","4.67","9"
"signaling_and_security","2017-10-01","4.44","9"
"signaling_and_security","2017-11-01","1.00","5"
"signaling_and_security","2017-12-01","5.00","2"
"signaling_and_security","2018-01-01","3.63","8"
"signaling_and_security","2018-02-01","3.46","13"
"signaling_and_security","2018-03-01","3.89","9"
"signaling_and_security","2018-04-01","4.15","34"
"signaling_and_security","2018-05-01","4.00","7"
"signaling_and_security","2018-06-01","3.96","27"
"signaling_and_security","2018-07-01","4.26","27"
"signaling_and_security","2018-08-01","4.50","22"
"small_appliances","2017-01-01","4.67","6"
"small_appliances","2017-02-01","4.68","28"
"small_appliances","2017-03-01","4.70","30"
"small_appliances","2017-04-01","3.90","20"
"small_appliances","2017-05-01","4.61","18"
"small_appliances","2017-06-01","3.78","23"
"small_appliances","2017-07-01","3.97","31"
"small_appliances","2017-08-01","4.35","37"
"small_appliances","2017-09-01","4.43","30"
"small_appliances","2017-10-01","4.43","30"
"small_appliances","2017-11-01","4.11","28"
"small_appliances","2017-12-01","3.96","27"
"small_appliances","2018-01-01","4.42","53"
"small_appliances","2018-02-01","4.00","33"
"small_appliances","2018-03-01","4.03","34"
"small_appliances","2018-04-01","4.48","60"
"small_appliances","2018-05-01","4.09","46"
"small_appliances","2018-06-01","3.91","46"
"small_appliances","2018-07-01","4.46","41"
"small_appliances","2018-08-01","4.04","23"
"small_appliances_home_oven_and_coffee","2017-06-01","5.00","1"
"small_appliances_home_oven_and_coffee","2017-08-01","3.00","1"
"small_appliances_home_oven_and_coffee","2017-09-01","1.00","1"
"small_appliances_home_oven_and_coffee","2018-01-01","5.00","1"
"small_appliances_home_oven_and_coffee","2018-02-01","3.60","5"
"small_appliances_home_oven_and_coffee","2018-03-01","4.86","7"
"small_appliances_home_oven_and_coffee","2018-04-01","4.54","13"
"small_appliances_home_oven_and_coffee","2018-05-01","4.22","9"
"small_appliances_home_oven_and_coffee","2018-06-01","5.00","3"
"small_appliances_home_oven_and_coffee","2018-07-01","4.85","13"
"small_appliances_home_oven_and_coffee","2018-08-01","4.25","16"
"sports_leisure","2016-10-01","4.29","17"
"sports_leisure","2017-01-01","4.20","76"
"sports_leisure","2017-02-01","4.32","147"
"sports_leisure","2017-03-01","4.32","186"
"sports_leisure","2017-04-01","4.20","200"
"sports_leisure","2017-05-01","4.24","297"
"sports_leisure","2017-06-01","4.42","264"
"sports_leisure","2017-07-01","4.24","370"
"sports_leisure","2017-08-01","4.37","409"
"sports_leisure","2017-09-01","4.26","447"
"sports_leisure","2017-10-01","4.19","459"
"sports_leisure","2017-11-01","4.22","591"
"sports_leisure","2017-12-01","4.11","480"
"sports_leisure","2018-01-01","3.92","634"
"sports_leisure","2018-02-01","3.80","627"
"sports_leisure","2018-03-01","3.77","722"
"sports_leisure","2018-04-01","4.23","563"
"sports_leisure","2018-05-01","4.31","487"
"sports_leisure","2018-06-01","4.39","410"
"sports_leisure","2018-07-01","4.27","408"
"sports_leisure","2018-08-01","4.37","461"
"stationery","2017-01-01","4.79","14"
"stationery","2017-02-01","4.53","19"
"stationery","2017-03-01","4.60","55"
"stationery","2017-04-01","4.44","34"
"stationery","2017-05-01","4.42","62"
"stationery","2017-06-01","4.37","38"
"stationery","2017-07-01","4.21","76"
"stationery","2017-08-01","4.53","80"
"stationery","2017-09-01","4.13","75"
"stationery","2017-10-01","3.93","96"
"stationery","2017-11-01","4.34","163"
"stationery","2017-12-01","4.03","247"
"stationery","2018-01-01","4.29","375"
"stationery","2018-02-01","3.88","147"
"stationery","2018-03-01","3.77","162"
"stationery","2018-04-01","4.24","140"
"stationery","2018-05-01","4.36","124"
"stationery","2018-06-01","4.41","164"
"stationery","2018-07-01","4.35","181"
"stationery","2018-08-01","4.58","165"
"tablets_printing_image","2017-02-01","4.25","8"
"tablets_printing_image","2017-03-01","3.20","5"
"tablets_printing_image","2017-04-01","4.00","11"
"tablets_printing_image","2017-05-01","4.80","5"
"tablets_printing_image","2017-06-01","5.00","6"
"tablets_printing_image","2017-07-01","3.50","2"
"tablets_printing_image","2017-08-01","4.17","6"
"tablets_printing_image","2017-09-01","3.67","3"
"tablets_printing_image","2017-10-01","4.00","1"
"tablets_printing_image","2017-11-01","4.00","6"
"tablets_printing_image","2017-12-01","4.67","6"
"tablets_printing_image","2018-01-01","4.33","3"
"tablets_printing_image","2018-02-01","3.54","13"
"tablets_printing_image","2018-03-01","4.67","3"
"tablets_printing_image","2018-04-01","5.00","1"
"tablets_printing_image","2018-05-01","5.00","1"
"tablets_printing_image","2018-06-01","4.00","1"
"telephony","2016-10-01","4.00","8"
"telephony","2017-01-01","4.27","22"
"telephony","2017-02-01","4.20","105"
"telephony","2017-03-01","3.87","165"
"telephony","2017-04-01","4.23","139"
"telephony","2017-05-01","3.90","213"
"telephony","2017-06-01","4.16","157"
"telephony","2017-07-01","4.20","142"
"telephony","2017-08-01","4.12","132"
"telephony","2017-09-01","4.36","171"
"telephony","2017-10-01","4.13","241"
"telephony","2017-11-01","3.80","367"
"telephony","2017-12-01","4.09","256"
"telephony","2018-01-01","3.91","363"
"telephony","2018-02-01","3.80","349"
"telephony","2018-03-01","3.59","332"
"telephony","2018-04-01","3.92","253"
"telephony","2018-05-01","4.26","245"
"telephony","2018-06-01","4.18","213"
"telephony","2018-07-01","4.05","201"
"telephony","2018-08-01","4.05","269"
"toys","2016-10-01","4.05","21"
"toys","2017-01-01","4.41","41"
"toys","2017-02-01","4.33","66"
"toys","2017-03-01","4.42","101"
"toys","2017-04-01","4.21","109"
"toys","2017-05-01","4.53","196"
"toys","2017-06-01","4.35","155"
"toys","2017-07-01","4.49","201"
"toys","2017-08-01","4.42","180"
"toys","2017-09-01","4.20","283"
"toys","2017-10-01","4.28","282"
"toys","2017-11-01","4.08","481"
"toys","2017-12-01","3.96","428"
"toys","2018-01-01","4.06","157"
"toys","2018-02-01","3.95","134"
"toys","2018-03-01","3.71","224"
"toys","2018-04-01","4.22","185"
"toys","2018-05-01","4.36","210"
"toys","2018-06-01","4.46","183"
"toys","2018-07-01","4.29","135"
"toys","2018-08-01","4.21","161"
"watches_gifts","2016-10-01","4.75","4"
"watches_gifts","2017-01-01","4.00","11"
"watches_gifts","2017-02-01","4.36","33"
"watches_gifts","2017-03-01","4.19","78"
"watches_gifts","2017-04-01","3.97","91"
"watches_gifts","2017-05-01","4.37","131"
"watches_gifts","2017-06-01","4.25","117"
"watches_gifts","2017-07-01","4.09","159"
"watches_gifts","2017-08-01","4.37","211"
"watches_gifts","2017-09-01","4.32","258"
"watches_gifts","2017-10-01","4.06","306"
"watches_gifts","2017-11-01","3.96","456"
"watches_gifts","2017-12-01","4.12","348"
"watches_gifts","2018-01-01","4.02","352"
"watches_gifts","2018-02-01","3.68","321"
"watches_gifts","2018-03-01","3.71","412"
"watches_gifts","2018-04-01","4.24","463"
"watches_gifts","2018-05-01","4.03","623"
"watches_gifts","2018-06-01","4.22","463"
"watches_gifts","2018-07-01","4.01","471"
"watches_gifts","2018-08-01","4.16","405"
